Spill Number,Program Facility Name,Street 1,Street 2,Locality,County,ZIP Code,SWIS Code,DEC Region,Spill Date,Received Date,Contributing Factor,Waterbody,Source,Close Date,Material Name,Material Family,Quantity,Units,Recovered
1706536,TTF,61 EAST 11TH STREET,,MANHATTAN,New York,,3101,2,10/4/2017,10/4/2017,Tank Test Failure,,Commercial/Industrial,,#2 fuel oil,Petroleum,0,,0
1500895,TTF,28-01 41ST ST,,QUEENS,Queens,,4101,2,4/25/2015,4/25/2015,Tank Test Failure,,"Institutional, Educational, Gov., Other",,#4 fuel oil,Petroleum,0,,0
1409199,TTF- APARTMENT BUILDING,301 EAST 52ND ST,APARTMENT BLDG,MANHATTAN,New York,10022,3101,2,12/10/2014,12/10/2014,Tank Test Failure,,Private Dwelling,,#2 fuel oil,Petroleum,0,,0
1005673,TTF- BUILDING,3867 SHORE PARKWAY,GOLDEN GATE INN,BROOKLYN,Kings,11235,2401,2,8/21/2010,8/21/2010,Tank Test Failure,,Commercial/Industrial,,#2 fuel oil,Petroleum,0,Gallons,0
1405935,TTF- BUILDING,315 WEST 55 STREET,,MANHATTAN,New York,10010,3101,2,6/27/2014,9/3/2014,Tank Test Failure,,Private Dwelling,,#2 fuel oil,Petroleum,0,,0
110822,TUNNEL -RAVENSWOOD,RAVENSWOOD TUNNEL,,QUEENS,Queens,,4101,2,2/12/2002,2/12/2002,Unknown,,Unknown,,unknown petroleum,Petroleum,4,Gallons,0
313474,TWO BRIDGES -NYCHA,286 SOUTH STREET,,MANHATTAN,New York,,3101,2,3/9/2004,3/9/2004,Unknown,,Commercial/Industrial,,#2 fuel oil,Petroleum,0,Pounds,0
8709186,U-HAUL,5283 KINGS HIGHWAY,,BROOKLYN,Kings,,2401,2,1/27/1988,1/28/1988,Tank Test Failure,,Commercial/Industrial,,gasoline,Petroleum,0,Pounds,0
8709186,U-HAUL,5283 KINGS HIGHWAY,,BROOKLYN,Kings,,2401,2,1/27/1988,1/28/1988,Tank Test Failure,,Commercial/Industrial,,MTBE (methyl-tert-butyl ether),Hazardous Material,0,,0
1506367,UHAUL STATEN ISLAND,7 NORTH ST,,STATEN ISLAND,Richmond,10302,4301,2,9/16/2015,9/16/2015,Equipment Failure,,Commercial/Industrial,,diesel,Petroleum,0,,0
9611473,ULMER PARK BUS DEPOT -NYCT,2449 HARWAY AVE,,BROOKLYN,Kings,11214,2401,2,12/18/1996,12/18/1996,Other,,Commercial/Industrial,,diesel,Petroleum,0,Gallons,0
9611473,ULMER PARK BUS DEPOT -NYCT,2449 HARWAY AVE,,BROOKLYN,Kings,11214,2401,2,12/18/1996,12/18/1996,Other,,Commercial/Industrial,,waste oil/used oil,Petroleum,0,Gallons,0
1500771,UNDER BUILDING,5-46 46TH AVE,,QUEENS,Queens,,4101,2,4/22/2015,4/22/2015,Unknown,,"Institutional, Educational, Gov., Other",,unknown petroleum,Petroleum,0,,0
1311593,UNDER GROUND,946-954 FLUSHING AVE,,BROOKLYN,Kings,,2401,2,3/12/2014,3/12/2014,Unknown,,Commercial/Industrial,,gasoline,Petroleum,0,,0
1705790,UNDER GROUND,15TH ST AND AVE C,,MANHATTAN,New York,,3101,2,9/13/2017,9/13/2017,Unknown,,Commercial/Industrial,,unknown material,Other,0,,0
1609331,UNDER THE HOUSE,42 WEST 12TH RD,,BROADCHANNEL,Queens,,4101,2,1/6/2017,1/6/2017,Equipment Failure,,Private Dwelling,,#2 fuel oil,Petroleum,250,Gallons,0
1705460,UNDERGROUND  TRANSFORMER,201 WEST 48TH ST,,MANHATTEN,New York,,3101,2,9/1/2017,9/1/2017,Equipment Failure,,Transformer,,transformer oil,Petroleum,15,Gallons,0
1803295,UNDERGROUND FEEDER M51,637 WEST 49TH ST,,MANHATTAN,New York,,3101,2,6/26/2018,6/26/2018,Equipment Failure,,Transformer,,dielectric fluid,Petroleum,210,Gallons,0
1803148,UNDERGROUND STRUCTURE,223 WEST 38TH ST & 7TH AVE,,MANHATTAN,New York,10003,3101,2,6/21/2018,6/21/2018,Unknown,,Transformer,,#2 fuel oil,Petroleum,0,,0
1103076,UNDERGROUND TANK - TTF,2661 MARION AVE,,BRONX,Bronx,,301,2,6/17/2011,6/17/2011,Tank Test Failure,,Private Dwelling,,#6 fuel oil,Petroleum,0,,0
1301574,UNDERGROUND TANK - TTF,102-32 65TH AVE, ,QUEENS,Queens,,4101,2,5/15/2013,5/15/2013,Equipment Failure,,Commercial/Industrial,,#6 fuel oil,Petroleum,0,,0
1302135,UNDERGROUND TANK TTF,4802 10TH AVE,,BROOKLYN,Kings,,2401,2,5/29/2013,5/30/2013,Tank Test Failure,,Commercial/Industrial,,#6 fuel oil,Petroleum,0,,0
1301630,UNDERGROUND TANK,35-10 150TH STREET,,FLUSHING,Queens,,4101,2,5/17/2013,5/17/2013,Equipment Failure,,Commercial/Industrial,,#6 fuel oil,Petroleum,0,,0
1113022,UNDERGROUND TANK,921/925 EAST 149TH,,BRONX,Bronx,,301,2,2/14/2012,2/14/2012,Unknown,,Commercial/Industrial,,unknown petroleum,Petroleum,0,,0
1105948,UNDERGROUND TANK,1901 FIRST AVE,,MANHATTEN,New York,,3101,2,8/25/2011,8/25/2011,Equipment Failure,,Commercial/Industrial,,gasoline,Petroleum,0,,0
1502628,UNDERGROUND TANK,234 EAST 149TH ST,,BRONX,Bronx,,301,2,6/9/2015,6/9/2015,Tank Test Failure,,"Institutional, Educational, Gov., Other",,#2 fuel oil,Petroleum,0,,0
1709648,UNDERGROUND,514 WEST 49TH ST,,MANHATTAN,New York,,3101,2,1/15/2018,1/22/2018,Tank Test Failure,,Commercial/Industrial,,#2 fuel oil,Petroleum,0,,0
9601199,UNION TPKE/LAKEVILLE RD  ,UNION TPKE/LAKEVILLE RD,,QUEENS,Queens,,4101,2,4/24/1996,4/24/1996,Unknown,,Unknown,,dielectric fluid,Petroleum,0,Gallons,0
706065,UNITED NATIONS,220 EAST 42ND ST, ,NEW YORK,New York,,3101,2,8/27/2007,8/28/2007,Unknown,,Unknown,,unknown petroleum,Petroleum,0,Gallons,0
330065,UNITED PARCEL SERVICE,4215 BOSTON POST ROAD,,BRONX,Bronx,10803,301,2,2/19/1992,2/9/2004,Unknown,GROUND WATER,Commercial/Industrial,,gasoline,Petroleum,0,Gallons,0
9110756,UNITED PARCELS SERVICE,1397 RALPH AVENUE,,BROOKLYN,Kings,11236,2401,2,1/15/1992,1/15/1992,Equipment Failure,,Commercial/Industrial,,gasoline,Petroleum,0,Pounds,0
1802907,UNITED RENTALS,8TH AVE AND 39TH ST,,MANHATTAN,New York,,3101,2,6/15/2018,6/15/2018,Equipment Failure,,Commercial Vehicle,,diesel,Petroleum,50,Gallons,0
9102328,UNITY PLAZA -NYCHA,611 BLAKE AVENUE,,BROOKLYN,Kings,,2401,2,5/29/1991,5/29/1991,Tank Test Failure,,"Institutional, Educational, Gov., Other",,#2 fuel oil,Petroleum,0,Pounds,0
1113642,UNK APT BLD,34-20 32ND ST,,QUEENS,Queens,,4101,2,3/6/2012,3/6/2012,Tank Test Failure,,Commercial/Industrial,,#2 fuel oil,Petroleum,0,,0
1509442,UNKNOWN BUSINESS - OER,101 LINCOLN AVE,,BRONX,Bronx,,301,2,12/16/2015,12/16/2015,Unknown,,Unknown,,unknown petroleum,Petroleum,0,,0
1009446,UNKNOWN GAS STATION,534 PUGSLEY AVE,,BRONX,Bronx,,301,2,12/3/2010,12/3/2010,Unknown,,Gasoline Station or other PBS Facility,,gasoline,Petroleum,0,,0
1010617,UNKNOWN GAS STATION,112 -44 ROOSEVELT AVE,,QUEENS,Queens,,4101,2,1/14/2011,1/14/2011,Unknown,,Gasoline Station or other PBS Facility,,gasoline,Petroleum,0,,0
1710051,UNKNOWN LLC,272 GREENE AVE,,BROOKLYN,Kings,,2401,2,2/5/2018,2/5/2018,Unknown,,Commercial/Industrial,,diesel,Petroleum,0,,0
1710051,UNKNOWN LLC,272 GREENE AVE,,BROOKLYN,Kings,,2401,2,2/5/2018,2/5/2018,Unknown,,Commercial/Industrial,,gasoline,Petroleum,0,,0
1204348,UNKNOWN RESIDENCE TTF,779 GROTE STREET,,BRONX,Bronx,,301,2,8/1/2012,8/1/2012,Tank Test Failure,,Private Dwelling,,#2 fuel oil,Petroleum,0,,0
1409586,UNKNOWN RESIDENCE,665 BURKE AVE,,BRONX,Bronx,,301,2,12/23/2014,12/23/2014,Equipment Failure,,Private Dwelling,,#4 fuel oil,Petroleum,20,Gallons,0
1411201,UNKNOWN RESIDENCE,40 WEST 29TH ST,,NEW YORK,New York,,3101,2,2/25/2015,2/25/2015,Equipment Failure,,Commercial/Industrial,,#2 fuel oil,Petroleum,70,Gallons,0
1802678,UNKNOWN RESIDENT,541 wythes ave ,,BROOKLYN,Kings,,2401,2,1/12/2018,6/7/2018,Tank Test Failure,,Private Dwelling,,#2 fuel oil,Petroleum,0,,0
1302099,UNKNOWN TTF,1632 EAST 18TH STREET,,BROOKLYN,Kings,,2401,2,5/30/2013,5/30/2013,Tank Test Failure,,Private Dwelling,,other  -  tank test,Other,0,,0
1801776,UNKNOWN,4 EAST 107TH STREET,,MANHATTAN,New York,,3101,2,5/16/2018,5/16/2018,Tank Test Failure,,Commercial/Industrial,,unknown material,Other,0,,0
1308899,UNKNOWN,17 BATTERY PLACE,,MANHATTAN,New York,,3101,2,12/5/2013,12/5/2013,Unknown,,Commercial/Industrial,,unknown petroleum,Petroleum,0,,0
1501820,UNKNOWN,144 -07 SANFORD AVE,,QUEENS,Queens,,4101,2,5/19/2015,5/19/2015,Tank Test Failure,,Commercial/Industrial,,#6 fuel oil,Petroleum,0,,0
9802727,US ARMY BASE,FORT HAMILTON-BLDG. 200,,BROOKLYN,Kings,,2401,2,8/1/1997,6/1/1998,Equipment Failure,,"Institutional, Educational, Gov., Other",,gasoline,Petroleum,0,Gallons,0
1610726,US ARMY RESERVE,118 DWAYNE RD,,BAYSIDE,Queens,,4101,2,3/1/2017,3/1/2017,Unknown,,"Institutional, Educational, Gov., Other",,#2 fuel oil,Petroleum,0,,0
300962,US POST OFFICE QUEENS GMF,142-02 20TH AVE,,FLUSHING,Queens,,4101,2,4/25/2003,4/28/2003,Equipment Failure,,Commercial/Industrial,,hydraulic oil,Petroleum,100,Gallons,0
1708008,VACAN LOT,254 EUCLID AVE,,BROOKLYN,Kings,,2401,2,11/20/2017,11/21/2017,Unknown,,Private Dwelling,,unknown petroleum,Petroleum,0,,0
1511507,VACANT - PHASE II,75 ECKFORD ST,,BROOKLYN,Kings,,2401,2,3/2/2016,3/2/2016,Unknown,,Commercial/Industrial,,unknown petroleum,Petroleum,0,,0
1605901,VACANT BLDG,2840 ATLANTIC AVE,,BROOKLYN,Kings,,2401,2,9/12/2016,9/12/2016,Equipment Failure,,Commercial/Industrial,,unknown petroleum,Petroleum,0,,0
1801388,VACANT COMMERCIAL PROPERTY - OER,166 KINGS HWY,,BROOKLYN,Kings,,2401,2,5/7/2018,5/7/2018,Unknown,,Commercial/Industrial,,gasoline,Petroleum,0,,0
1302432,VACANT COMMERCIAL USE LOT/FUTURE RESTAURANT,20 OLD FULTON ST,,BROOKLYN,Kings,,2401,2,4/24/2013,6/6/2013,Unknown,,Commercial/Industrial,,unknown petroleum,Petroleum,0,,0
1406369,VACANT FACTORY,11 SPENCER ST,,BROOKLYN,Kings,,2401,2,9/15/2014,9/15/2014,Other,,Commercial/Industrial,,perchlorine,Other,0,,0
1406369,VACANT FACTORY,11 SPENCER ST,,BROOKLYN,Kings,,2401,2,9/15/2014,9/15/2014,Other,,Commercial/Industrial,,toluene,Hazardous Material,0,,0
1510687,VACANT GAS STATION,96-10 CORONA AVE,,QUEENS,Queens,,4101,2,1/3/2016,2/3/2016,Unknown,,Gasoline Station or other PBS Facility,,gasoline,Petroleum,0,,0
1407145,VACANT LOT (COMMERCIAL),510 DRIGGS AVE,,BROOKLYN,Kings,,2401,2,10/8/2014,10/8/2014,Unknown,,Commercial/Industrial,,unknown petroleum,Petroleum,0,,0
1312004,VACANT LOT (FORMER GAS STATION),489-493 CANAL STREET,219-223 HUDSON STREET,MANHATTAN,New York,,3101,2,3/24/2014,3/24/2014,Equipment Failure,,Commercial/Industrial,,gasoline,Petroleum,0,,0
905690,VACANT LOT,1151 LORING AVE,,BROOKLYN,Kings,11208,2401,2,7/13/2009,8/14/2009,Unknown,,Unknown,,other  -  Propyl Benzine,Other,276,,0
1506030,VACANT LOT,161ST BETWEEN BROADWAY AND AMSTERDAM,,MANHATTAN,New York,,3101,2,9/4/2015,9/5/2015,Unknown,,"Institutional, Educational, Gov., Other",,unknown material,Other,0,,0
312799,VACANT LOT,485-487 4TH AVE,,BROOKLYN,Kings,,2401,2,2/18/2004,2/18/2004,Unknown,,Commercial/Industrial,,gasoline,Petroleum,0,Pounds,0
905690,VACANT LOT,1151 LORING AVE,,BROOKLYN,Kings,11208,2401,2,7/13/2009,8/14/2009,Unknown,,Unknown,,naphthalene,Hazardous Material,70,,0
207599,VACANT LOT,BLOCK 15950 LOT 29,,QUEENS,Queens,,4101,2,10/22/2002,10/22/2002,Unknown,,Unknown,,#2 fuel oil,Petroleum,0,Gallons,0
905690,VACANT LOT,1151 LORING AVE,,BROOKLYN,Kings,11208,2401,2,7/13/2009,8/14/2009,Unknown,,Unknown,,benzene,Hazardous Material,2.58,,0
1706943,"VACANT LOT, UNDER RE DEVELOPMENT",140 STEWART AVE,,BROOKLYN,Kings,,2401,2,10/17/2017,10/17/2017,Other,,Commercial/Industrial,,unknown petroleum,Petroleum,0,,0
805267,VACANT LOT/FUTURE HOTEL,11-15 SEABRING STREET, ,BROOKLYN,Kings,,2401,2,8/5/2008,8/6/2008,Equipment Failure,,Commercial/Industrial,,#2 fuel oil,Petroleum,0,Gallons,0
1502514,VACANT PARKING LOT - OER,17 GROVE AVE,,STATEN ISLAND,Richmond,,4301,2,6/5/2015,6/5/2015,Unknown,,Gasoline Station or other PBS Facility,,gasoline,Petroleum,0,,0
705410,VACANT WAREHOUSE,3319 ATLANTIC AVE, ,BROOKLYN,Kings,,2401,2,8/10/2007,8/10/2007,Unknown,,Commercial/Industrial,,unknown petroleum,Petroleum,0,Gallons,0
403933,VALERO GAS STATION,1881 EAST TREMONT AVE,,BRONX,Bronx,,301,2,7/13/2004,7/13/2004,Other,,Gasoline Station or other PBS Facility,,gasoline,Petroleum,0,Gallons,0
403933,VALERO GAS STATION,1881 EAST TREMONT AVE,,BRONX,Bronx,,301,2,7/13/2004,7/13/2004,Other,,Gasoline Station or other PBS Facility,,MTBE (methyl-tert-butyl ether),Hazardous Material,0,,0
1801458,VALVE  HUNTS POINT COMPRESSURE STATION,331 HUNTS POINT AVE,,BRONX,Bronx,10462,301,2,5/9/2018,5/9/2018,Equipment Failure,,Transformer,,hydraulic oil,Petroleum,0.75,Gallons,0
903356,VALVE CO.,38-54 RAILROAD AVE,,LONG ISLAND CITY,Queens,,4101,2,6/22/2009,6/22/2009,Unknown,,Commercial Vehicle,,volatile organics,Other,0,Gallons,0
1202734,VAN COURTLAND STADIUM PARK TTF,BROADWAY AND VAN COURTLAND SOUTH,,BRONX,Bronx,,301,2,6/20/2012,6/20/2012,Tank Test Failure,,Commercial/Industrial,,#2 fuel oil,Petroleum,0,,0
103847,VAN DYKE HOUSES -NYCHA,393 DUMONT AVE,,BROOKLYN,Kings,,2401,2,7/11/2001,7/11/2001,Unknown,,Private Dwelling,,#4 fuel oil,Petroleum,0,Gallons,0
103847,VAN DYKE HOUSES -NYCHA,393 DUMONT AVE,,BROOKLYN,Kings,,2401,2,7/11/2001,7/11/2001,Unknown,,Private Dwelling,,#6 fuel oil,Petroleum,0,Gallons,0
1101615,VAN NEST SERVICE CENTER,1610 MATTHEWS AVE,,BRONX,Bronx,,301,2,5/12/2011,5/12/2011,Other,,Commercial/Industrial,,other  -  contaminated soil,Other,0,,0
101495,VAN NEST,1615 BRONXDALE AVE,,BRONX,Bronx,,301,2,3/2/2001,5/8/2001,Unknown,,Unknown,,unknown petroleum,Petroleum,0,Gallons,0
709111,VANBRO MOTORS INC.,511 BAY ST, ,STATEN ISLAND,Richmond,,4301,2,11/20/2007,11/21/2007,Tank Test Failure,,Commercial/Industrial,,waste oil/used oil,Petroleum,0,Gallons,0
1709527,VANDERBILT LLC APARTMENTS,420 E 86TH ST,,MANHATTAN,New York,,3101,2,1/17/2018,1/17/2018,Equipment Failure,,Commercial/Industrial,,#2 fuel oil,Petroleum,10,Gallons,0
1509986,VAULT # TM1716,COLES LANE & POE PL,,BRONX,Bronx,,301,2,1/7/2016,1/7/2016,Deliberate,,Transformer,,cooking grease,Other,4,Gallons,0
507509,VAULT #3148,124 WEST 39 STREET,,MANHATTAN,New York,,3101,2,9/22/2005,9/22/2005,Equipment Failure,AND POSSIBLE SEWER,Commercial/Industrial,,dielectric fluid,Petroleum,0,Gallons,0
1801125,VAULT #V2480,207 WEST 41ST ST,,MANHATTAN,New York,,3101,2,5/1/2018,5/1/2018,Unknown,,Unknown,,unknown petroleum,Petroleum,15,Gallons,0
511883,VAULT 0168,72 W 44 ST,,MANHATTAN,New York,,3101,2,1/14/2006,1/14/2006,Unknown,,Unknown,,unknown petroleum,Petroleum,300,Gallons,0
9514651,VERIZON,50 THAYER STREET,FORMER NYNEX FACILITY,MANHATTAN,New York,,3101,2,2/15/1996,2/15/1996,Unknown,,Unknown,,#4 fuel oil,Petroleum,0,Gallons,0
1602957,VAULT 1376,158TH ST AND CONCOURSEVILLAGE W,,BRONX,Bronx,,301,2,6/24/2016,6/24/2016,Equipment Failure,,Commercial/Industrial,,dielectric fluid,Petroleum,2,Gallons,0
1802553,VAULT 5644,2135 WEST 22ND ST,,MANHATTAN,New York,,3101,2,6/4/2018,6/5/2018,Unknown,,Unknown,,unknown petroleum,Petroleum,0,,0
1800243,VAULT AND ST,MACE AVE AND BRONX PARK EAST,,BRONX,Bronx,,301,2,4/8/2018,4/8/2018,Unknown,,Commercial/Industrial,,dielectric fluid,Petroleum,100,Gallons,0
1610026,VAULT,39 WEST 37 ST,,NEW YORK,New York,,3101,2,2/2/2017,2/2/2017,Unknown,,Commercial Vehicle,,transformer oil,Petroleum,10,Gallons,0
1702797,VAULT#841,EAST 246TH ST,,BRONX,New York,,3101,2,6/21/2017,6/21/2017,Unknown,,Commercial/Industrial,,unknown petroleum,Petroleum,5,Gallons,0
1803025,VAULTED TANK,684 BROADWAY,,MANHATTAN,New York,,3101,2,6/18/2018,6/18/2018,Equipment Failure,,Commercial/Industrial,,#2 fuel oil,Petroleum,15,Gallons,0
308756,VERIZON MANHOLE NO. 169,629 EAST 14TH ST,,MANHATTAN,New York,,3101,2,10/21/2003,11/17/2003,Unknown,,Unknown,,dielectric fluid,Petroleum,1,Gallons,1
412920,VERIZON MANHOLE#F172,EAST 14TH & AVE C,,MANHATTAN,New York,,3101,2,3/10/2005,3/10/2005,Unknown,,Unknown,,unknown petroleum,Petroleum,0,Gallons,0
9113334,VERNON BLVD & 36TH AVE,VERNON BLVD & 36TH AVE,,QUEENS,Queens,,4101,2,7/29/1991,5/4/1995,Equipment Failure,,Commercial/Industrial,,dielectric fluid,Petroleum,"5,000",Gallons,0
8912496,VERNON BLVD & 47TH AVE,VERNON BLVD & 47TH AVE,,QUEENS,Queens,,4101,2,1/16/1990,5/4/1995,Equipment Failure,,Commercial/Industrial,,dielectric fluid,Petroleum,"11,000",Gallons,0
8504941,VERNON BLVD/45TH RD,VERNON BLVD/45TH RD,,QUEENS,Queens,,4101,2,12/3/1985,5/4/1995,Equipment Failure,,Commercial/Industrial,,dielectric fluid,Petroleum,"13,700",Gallons,0
9814108,VERNON SUBST REACTOR-31231-RAVENSWOOD,38-54 VERNON BOULEVARD,,LONG ISLAND CITY,Queens,,4101,2,2/22/1999,2/23/1999,Equipment Failure,,Commercial/Industrial,,dielectric fluid,Petroleum,5,Gallons,0
9613180,VERNON TO QUEENSBRIDGE,40TH AVE & 13TH ST,,QUEENS,Queens,,4101,2,2/6/1997,2/6/1997,Equipment Failure,,Commercial/Industrial,,dielectric fluid,Petroleum,530,Gallons,0
9930013,VILLAGE VIEW HOUSING CORP,175 EAST 4TH ST (1ST & A),,NEW YORK,New York,,3101,2,8/13/1999,8/13/1999,Unknown,,Commercial/Industrial,,#6 fuel oil,Petroleum,0,Gallons,0
8685,VIN'S AUTO BODY -MTBE,1693 60TH ST,,BROOKLYN,Kings,,2401,2,10/25/2000,10/25/2000,Other,,Commercial/Industrial,,BTEX,Oxygenates,0,,0
8685,VIN'S AUTO BODY -MTBE,1693 60TH ST,,BROOKLYN,Kings,,2401,2,10/25/2000,10/25/2000,Other,,Commercial/Industrial,,unknown petroleum,Petroleum,0,Gallons,0
9902325,VITALIANO RESIDENCE,45-70 202ND ST,,BAYSIDE,Queens,,4101,2,5/31/1999,5/31/1999,Equipment Failure,,Private Dwelling,,#2 fuel oil,Petroleum,0,Gallons,0
9506049,VLADECK II -NYCHA,45 JACKSON STREET,,MANHATTAN,New York,,3101,2,8/16/1995,8/16/1995,Tank Test Failure,,"Institutional, Educational, Gov., Other",,#4 fuel oil,Petroleum,0,Gallons,0
203032,W 132NS ST PURS UNIT R2 (M52N),WEST 132ND ST,,MANHATTAN,New York,,3101,2,6/22/2002,6/22/2002,Unknown,,Unknown,,unknown petroleum,Petroleum,0,Gallons,0
30004,W 20 ST AND 10TH AVE,WEST 20TH ST & 10TH AVE,,MANHATTAN,New York,,3101,2,5/22/2000,5/22/2000,Other,,Gasoline Station or other PBS Facility,,gasoline,Petroleum,0,Gallons,0
1608486,W 42ND ST SUBSTATION PUMP HSE 1,521 W 42ND ST,,MANHATTAN,New York,,3101,2,12/3/2016,12/3/2016,Equipment Failure,,Commercial/Industrial,,dielectric fluid,Petroleum,0,,0
1011599,W 49TH ST SUBSTATION FEEDER LEAK,W42ND ST & WESTSIDE HGWY,,MANHATTAN,New York,,3101,2,2/19/2011,2/19/2011,Unknown,,Commercial/Industrial,,dielectric fluid,Petroleum,"9,500",Gallons,0
8905000,W 54TH ST & 11TH AVE,W 54TH ST / 11TH AVE,,MANHATTAN,New York,,3101,2,8/20/1989,8/20/1989,Equipment Failure,HUDSON RIVER,Commercial/Industrial,,dielectric fluid,Petroleum,400,Gallons,0
8608086,W 67TH ST/BROADWAY,W 67TH ST W/O BROADWAY,,MANHATTAN,New York,,3101,2,12/12/1986,5/4/1995,Equipment Failure,,Commercial/Industrial,,dielectric fluid,Petroleum,"13,000",Gallons,0
8303210,W. 59TH ST/5TH AVE,W. 59TH ST/5TH AVE,,MANHATTAN,New York,,3101,2,3/26/1984,5/4/1995,Equipment Failure,,Commercial/Industrial,,dielectric fluid,Petroleum,"3,500",Gallons,0
203037,W132NS ST PURS UNIT R4 (M52S),630 WEST 132ND STREET,,MANHATTAN,New York,,3101,2,6/22/2002,6/22/2002,Unknown,,Unknown,,unknown petroleum,Petroleum,0,Gallons,0
1506603,W41 CAR DEALER,520 WEST 41 ST,,NEW YORK,New York,,3101,2,9/21/2015,9/22/2015,Housekeeping,,Commercial/Industrial,,unknown petroleum,Petroleum,0,Gallons,0
8907784,WAGNER -NYCHA,2360 1ST AVENUE,,NEW YORK CITY,New York,,3101,2,11/6/1989,11/6/1989,Equipment Failure,,"Institutional, Educational, Gov., Other",,#4 fuel oil,Petroleum,0,,0
1511474,WAINWRIGHT SUBSTATION,50 SYLVIA STREET,,STATEN ISLAND,Richmond,,4301,2,3/1/2016,3/1/2016,Equipment Failure,,Commercial/Industrial,,dielectric fluid,Petroleum,1.5,Gallons,0
200801,WAINWRIGHT SUBSTATION,3842 RICHMOND AVE,,STATEN ISLAND,Richmond,,4301,2,4/20/2002,4/20/2002,Unknown,,Unknown,,unknown petroleum,Petroleum,1,Gallons,0
1411595,WALTER BLACK,142-25 PERSHING CRESCENT, ,QUEENS,Queens,,4101,2,3/12/2015,3/12/2015,Equipment Failure,,Private Dwelling,,#2 fuel oil,Petroleum,0,,0
1609797,WAREHOUSE,360-08 REVIEW AVE,,LONG ISLAND CITY,Queens,,4101,2,1/24/2017,1/24/2017,Other,GROUNDWATER,Commercial/Industrial,,unknown petroleum,Petroleum,0,,0
813060,WAREHOUSE,39-14 REVIEW AVE,,LONG ISLAND CITY,Queens,,4101,2,3/5/2009,3/5/2009,Unknown,,Commercial/Industrial,,unknown petroleum,Petroleum,0,Gallons,0
1500614,WAREHOUSE,123 HOPE ST,,BROOKLYN,Kings,,2401,2,4/15/2015,4/17/2015,Unknown,,Commercial/Industrial,,unknown petroleum,Petroleum,0,,0
1505573,WAREHOUSE,182 MONTROSE AVE,,BROOKLYN,Kings,,2401,2,8/24/2015,8/24/2015,Unknown,,Commercial/Industrial,,unknown petroleum,Petroleum,0,,0
9814580,WASH AND DRY LAUNDRYMAT,9611 CHURCH AVE,,BROOKLYN,Kings,,2401,2,3/6/1999,3/6/1999,Equipment Failure,,Commercial/Industrial,,#2 fuel oil,Petroleum,0,Gallons,55
312910,WASHINGTON HOUSES -NYCHA,1955 SECOND AVE,,MANHATTAN,New York,,3101,2,2/23/2004,2/23/2004,Tank Test Failure,,"Institutional, Educational, Gov., Other",,#4 fuel oil,Petroleum,0,Pounds,0
312910,WASHINGTON HOUSES -NYCHA,1955 SECOND AVE,,MANHATTAN,New York,,3101,2,2/23/2004,2/23/2004,Tank Test Failure,,"Institutional, Educational, Gov., Other",,#6 fuel oil,Petroleum,0,Pounds,0
1010078,WASHINGTON TEMPLE CHURCH,1372 BEDFORD AVE,,BROOKLYN,Kings,,2401,2,12/22/2010,12/22/2010,Unknown,,"Institutional, Educational, Gov., Other",,#2 fuel oil,Petroleum,50,Gallons,0
812974,WASTE MANAGEMENT MW-2,38-50 REVIEW AVE, ,MASPETH,Queens,,4101,2,3/2/2009,3/2/2009,Unknown,,Commercial/Industrial,,unknown petroleum,Petroleum,0,Gallons,0
812973,WASTE MANAGEMENT,38-50 REVIEW AVE, ,MASPETH,Queens,,4101,2,3/2/2009,3/2/2009,Unknown,,Commercial/Industrial,,unknown petroleum,Petroleum,0,Gallons,0
809879,WATERMARK DESIGNS LTD,491 WORTMAN AVE,,BROOKLYN,Kings,,2401,2,12/3/2008,12/3/2008,Unknown,,Commercial/Industrial,,trichloroethene (TCE),Hazardous Material,0,Gallons,0
110624,WEBSTER AVE PURS UNIT 72S,52-55 WEBSTER AVE,,BRONX,Bronx,,301,2,2/6/2002,2/6/2002,Equipment Failure,,Commercial/Industrial,,dielectric fluid,Petroleum,2,Gallons,0
212744,WEBSTER AVE PURS,3230 WEBSTER AVENUE,,BRONX,Bronx,,301,2,3/25/2003,3/25/2003,Equipment Failure,,Commercial/Industrial,,dielectric fluid,Petroleum,2,Gallons,0
206588,WEBSTER AVENUE PURS,3230 WEBSTER AVENUE,,BRONX,Bronx,,301,2,9/25/2002,9/25/2002,Equipment Failure,,Commercial/Industrial,,non PCB oil,Petroleum,1,Gallons,0
1700918,WELL # MW6B  (55 GAS STATION),1234 FOREST AVE, ,STATEN ISLAND,Richmond,,4301,2,4/28/2017,4/28/2017,Unknown,,Gasoline Station or other PBS Facility,,ethanol,Other,0,,0
1504881,WELLS,90-02 QUEENS BLVD,,FLUSHING,Queens,,4101,2,8/4/2015,8/5/2015,Unknown,,Commercial/Industrial,,unknown hazardous material,Hazardous Material,0,,0
903488,WERWAISS REALTY,38-78 REVIEW AVE,,LONG ISLAND CITY,Queens,,4101,2,6/24/2009,6/24/2009,Unknown,,Commercial/Industrial,,unknown petroleum,Petroleum,0,Gallons,0
709504,WEST 110 STREET S/S.   XFMR # 9,464 WEST 110 STREET.   SUBSTATION,,MANHATTAN,New York,,3101,2,12/3/2007,12/3/2007,Unknown,,Commercial/Industrial,,transformer oil,Petroleum,2,Gallons,0
